1750|weapon.HVM005G-Class_v1.desc|A good well balanced assault rifle. Accurate and easy to use.
1709|weapon.Gebirgskanone_v1.name|Gebirgskanone
1775|weapon.Gebirgskanone_v1.desc|Combining the suppressive firepower of a machine gun with the destruction of a rocket launcher turns the wielder of the Gebirgskanone into a one man Apache helicopter.
1719|weapon.HVMMPG_v1.name|HVM MPG
1767|weapon.HVMMPG_v1.desc|Double barreled grenade launcher. MEP technology propels the explosive payload at near bullet speed. 
1778|weapon.HVM004_v1.name|HVM 004
1773|weapon.HVM004_v1.desc|Ideal for soft targets and room breaches, the powerful and easy to use HVM 004 blasts 6 pellets with each round.
1748|weapon.CM451Starburst_v1.name|CM 451 Starburst
1753|weapon.CM451Starburst_v1.desc|Large fusion power cell generates bolts of high energy plasma. High capacity and deadly accuracy make this weapon exceptional and easy to use.
1772|weapon.Ronson45_v1.name|Ronson 45
1742|weapon.Ronson45_v1.desc|One of the most powerful commercially available hand guns. What it lacks in its relatively small clip size it makes up for in sheer stopping power. 
1725|weapon.HVM008_v1.name|HVM 008
1763|weapon.HVM008_v1.desc|Heavy, but delivering a heavy and accurate round, the 008 is a Light Machine Gun suited for mid to long range combat. 
1716|weapon.HIKSS300_v1.name|HIKS S300
1747|weapon.HIKSS300_v1.desc|9/10 of the best shots in the trans-system prefer the S300 for its outstanding accuracy over distance. Couple that with the truly astonishing HIKS .603 tungsten jacketed osmium round, the gun is truly devastating. 
1733|weapon.T-101Feldhaubitz_v1.name|T-101 Feldhaubitz
1727|weapon.T-101Feldhaubitz_v1.desc|The Feldhaubitz is the ultimate in heavy infantry oppression. This rocket launcher fires enormous 65mm shells which cause massive destruction on impact.
1735|weapon.RIA20Striker_v1.name|RIA 20 Striker
1704|weapon.RIA20Striker_v1.desc|Thermal Assault Rifle. Oversized white hot bullets wreak high single target damage and burn after effects.
1744|weapon.RIA50_v1.name|RIA 50
1776|weapon.RIA50_v1.desc|Standard issue for sniper teams. RIA 50 is engineered for fast and clean kills.
1731|weapon.T-102Jagdfaust_v1.name|T-102 Jagdfaust
1736|weapon.T-102Jagdfaust_v1.desc|Generates super-hot large-burst plasma bolts. Ultra Power Cell technology allows for dozens of burst before recharge is needed. 
2047|weapon.HVMHeavyMachineGunSentry_v1.name|HVM Heavy Machine Gun Sentry
2056|weapon.HVMHeavyMachineGunSentry_v1.desc|Large calibre MEP caseless rounds.
2049|weapon.CMZeusExclusionZone_v1.name|CM Zeus Exclusion Zone
2062|weapon.CMZeusExclusionZone_v1.desc|4 independently smart targeting MEP machine guns. The Zeus will keep a large area clear of hostiles and for a long time.
2051|weapon.RonsonCryogenicTurret_v1.name|Ronson Cryogenic Turret
2073|weapon.RonsonCryogenicTurret_v1.desc|Liquid O4 launched in cannisters. Extremely deadly to organic matter.
2038|weapon.HIKHeavyshotProtector_v1.name|HIK Heavyshot Protector
2053|weapon.HIKHeavyshotProtector_v1.desc|HIK Heavyshot shoots huge calibre armour piercing bullets capable of neutralising most targets in a single shot.
2065|weapon.CMSupernova_v1.name|CM Supernova
2041|weapon.CMSupernova_v1.desc|Fusion powered plasma bolts cause wide spread devastation to any target.
1721|weapon.1887Shockfield_v1.name|1887 Shockfield
1740|weapon.1887Shockfield_v1.desc|Modelled after the 19th century Model 1887 shotgun. Mechanical lever action is used to replicate the 'feel' of the original, and prime the energy charge ready for an explosive release of 10 plasma bolts from the power cell.
2084|weapon.TeknoboomFlugkörper_v1.name|Teknoboom Flugkörper
2039|weapon.TeknoboomFlugkörper_v1.desc|High explosive seeking missiles.
2072|weapon.RonsonMKVFlameTurret_v1.name|Ronson MK V Flame Turret
2061|weapon.RonsonMKVFlameTurret_v1.desc|The MK V uses a combination of white phosphorus and molecular thermite. Incineration is almost instant on all but the most heat resistant targets.
1837|weapon.1887Shockfield_v2.name|1887 Shockfield
1872|weapon.1887Shockfield_v2.desc|Modelled after the 19th century Model 1887 shotgun. Mechanical lever action is used to replicate the 'feel' of the original, and prime the energy charge ready for an explosive release of 10 plasma bolts from the power cell.
1847|weapon.Sabre_v2.name|Sabre
1820|weapon.Sabre_v2.desc|Shotlite's base level handgun. Small clip, decent damage and light as a feather.
1798|weapon.Mustang_v2.name|Mustang
1865|weapon.Mustang_v2.desc|The extreme short barrelled Mustang designed for concealability and mobility is a shotgun that fires powerful rounds of 12 razor flechettes. Very light, very handy.
1842|weapon.RIA20DSC_v2.name|RIA 20 DSC
1810|weapon.RIA20DSC_v2.desc|RIA 20 Deep Space Combat - hermetically molded, high power assault rifle built for dependability in any combat situation
1803|weapon.CM205_v2.name|CM 205
1816|weapon.CM205_v2.desc|Full auto. Versatility of a pistol but firepower of an SMG. The 205 is a top-shelf sidearm.
1799|weapon.CM451Starburst_v2.name|CM 451 Starburst
1869|weapon.CM451Starburst_v2.desc|Large fusion power cell generates bolts of high energy plasma. High capacity and deadly accuracy make this weapon exceptional and easy to use.
1888|weapon.RIA20DSC_v1.name|RIA 20 DSC
1829|weapon.RIA20DSC_v1.desc|RIA 20 Deep Space Combat - hermetically molded, high power assault rifle built for dependability in any combat situation
1868|weapon.HVMMPG_v2.name|HVM MPG
1795|weapon.HVMMPG_v2.desc|Double barreled grenade launcher. MEP technology propels the explosive payload at near bullet speed. 
1885|weapon.RonsonWPFlamethrower_v2.name|Ronson WP Flamethrower
1862|weapon.RonsonWPFlamethrower_v2.desc|Molecular thermite and white phosphorus make a terrifying combination hot enough to incinerate any soft target. The tar-like residue continues to combust aggressively after the initial burst.
1818|weapon.CM202_v2.name|CM 202
1879|weapon.CM202_v2.desc|The 202 is a high powered sidearm. Despite high calibre, clip size is still excellent.
1814|weapon.Mixmaster_v2.name|Mixmaster
1845|weapon.Mixmaster_v2.desc|A dangerous and terrifying weapon. Mixmaster generates a twin-stream of high energy plasma bolts. This weapon makes anyone who can pull a trigger into a killing machine.
1821|weapon.Ronson45_v2.name|Ronson 45
1815|weapon.Ronson45_v2.desc|One of the most powerful commercially available hand guns. What it lacks in its relatively small clip size it makes up for in sheer stopping power. 
1854|weapon.HVM001_v2.name|HVM 001
1848|weapon.HVM001_v2.desc|Standard issue combat forces sidearm. Reliable and functional.
2026|weapon.RIA20Para_v2.name|RIA 20 Para
2027|weapon.RIA20Para_v2.desc|Designed as a slightly smaller assault weapon for speed and mobility, the Para still packs the stopping power of a full sized assault rifle.
1877|weapon.CM505_v2.name|CM 505
1827|weapon.CM505_v2.desc|CM 505 delivers a punishing rate of fire with incredible stopping power. A massive belt of rounds keeps it shooting harder, for longer.
1889|weapon.Hornet_v2.name|Hornet
1802|weapon.Hornet_v2.desc|The Shotlite Hornet is the stealth sniper weapon for those needing good stopping power with extreme mobility. 
1844|weapon.HIKSS300_v2.name|HIKS S300
1819|weapon.HIKSS300_v2.desc|9/10 of the best shots in the trans-system prefer the S300 for its outstanding accuracy over distance. Couple that with the truly astonishing HIKS .603 tungsten jacketed osmium round, the gun is truly devastating. 
1838|weapon.Hornet_v1.name|Hornet
1834|weapon.Hornet_v1.desc|The Shotlite Hornet is the stealth sniper weapon for those needing good stopping power with extreme mobility. 
1824|weapon.Sabre_v1.name|Sabre
1833|weapon.Sabre_v1.desc|Shotlite's base level handgun. Small clip, decent damage and light as a feather.
1867|weapon.Stripper_v2.name|Stripper
1861|weapon.Stripper_v2.desc|The MAR-9 shotgun round delivers 3 destructive pellets to targets with often horrifying results.
1817|weapon.HVM005G-Class_v2.name|HVM 005 G-Class
1792|weapon.HVM005G-Class_v2.desc|A good well balanced assault rifle. Accurate and easy to use.
2028|weapon.CM351Sunflare_v2.name|CM 351 Sunflare
2029|weapon.CM351Sunflare_v2.desc|Fusion power cell generates bolts of high energy plasma. Not as deadly as the 307 but more accurate and much higher capacity.
1878|weapon.Raptor_v2.name|Raptor
1793|weapon.Raptor_v2.desc|The Raptor is the weapon of choice for situations requiring high accuracy and mobility combined with decent stopping power. 3 shot bursts will drop most light armoured human targets. 
1828|weapon.Phantom_v1.name|Phantom
1835|weapon.Phantom_v1.desc|The high speed full auto Phantom is a high spec tactical SMG, perfect for run and gun ops and tear downs.
1809|weapon.Raptor_v1.name|Raptor
1812|weapon.Raptor_v1.desc|The Raptor is the weapon of choice for situations requiring high accuracy and mobility combined with decent stopping power. 3 shot bursts will drop most light armoured human targets. 
1864|weapon.Gebirgskanone_v2.name|Gebirgskanone
1858|weapon.Gebirgskanone_v2.desc|Combining the suppressive firepower of a machine gun with the destruction of a rocket launcher turns the wielder of the Gebirgskanone into a one man Apache helicopter.
1884|weapon.T-102Jagdfaust_v2.name|T-102 Jagdfaust
1860|weapon.T-102Jagdfaust_v2.desc|Generates super-hot large-burst plasma bolts. Ultra Power Cell technology allows for dozens of burst before recharge is needed. 
1875|weapon.Sub-lightCOM2_v2.name|Sub-light COM2
1825|weapon.Sub-lightCOM2_v2.desc|Sublight COM2 rifle rounds travel the last metre or so at very high speed through “Centre Of Mass Displacement” technology. Recorded speeds of the 127mm COM2 rounds are close to 100,000 metres per second. Enough to leave a big hole in just about anything.
1796|weapon.HVM002_v2.name|HVM 002
1805|weapon.HVM002_v2.desc|Infiltration forces and personal security details often use this unremarkable but highly effective submachine gun.
2030|weapon.HVM008_v2.name|HVM 008
2031|weapon.HVM008_v2.desc|Heavy, but delivering a heavy and accurate round, the 008 is a Light Machine Gun suited for mid to long range combat. 
1856|weapon.RIA30Strikeforce_v2.name|RIA 30 Strikeforce
1881|weapon.RIA30Strikeforce_v2.desc|The Strikeforce is a thermal shotgun with a wide spread of 8 projectiles for dealing maximum devastation over short ranges.
1871|weapon.RIA7_v2.name|RIA 7
1807|weapon.RIA7_v2.desc|Powerful submachine gun suited for confined spaces. Large clip allows for long bursts. 
1813|weapon.Mustang_v1.name|Mustang
1870|weapon.Mustang_v1.desc|The extreme short barrelled Mustang designed for concealability and mobility is a shotgun that fires powerful rounds of 12 razor flechettes. Very light, very handy.
1850|weapon.HardThorn_v2.name|Hard Thorn
1857|weapon.HardThorn_v2.desc|Each round of the fully automatic Hard Thorn contains 6 razor flechettes, each as deadly as a pistol round. Designed to shred and cause mass hemorrhaging to soft targets. 
1851|weapon.Ronson65-a_v2.name|Ronson 65-a
1866|weapon.Ronson65-a_v2.desc|Most soldiers know Ronson for the 65-a assault rifle. Perfectly balanced stock and narrow bore combine to create a very easy to use and accurate weapon. 
1800|weapon.HVM004_v2.name|HVM 004
1852|weapon.HVM004_v2.desc|Ideal for soft targets and room breaches, the powerful and easy to use HVM 004 blasts 6 pellets with each round.
1804|weapon.RIA20Striker_v2.name|RIA 20 Striker
1874|weapon.RIA20Striker_v2.desc|Thermal Assault Rifle. Oversized white hot bullets wreak high single target damage and burn after effects.
1849|weapon.RIAT7_v2.name|RIA T7
1794|weapon.RIAT7_v2.desc|Thermal SMG. The T7 shoots white hot thermal rounds designed to cause maximum trauma to soft targets.
1853|weapon.RonsonLBM_v2.name|Ronson LBM
1836|weapon.RonsonLBM_v2.desc|Ronson Large Bore Machine Gun. Uses heavy clip instead of belt to accomodate extra large rounds, the LBM can devastate most targets with ease.
1791|weapon.Ronson55_v2.name|Ronson 55
1880|weapon.Ronson55_v2.desc|Twin recoilless alternating barrels allow for accuracy and an extremely high rate of fire. One of the most innovative and deadly submachine guns available anywhere.
1806|weapon.Phantom_v2.name|Phantom
1808|weapon.Phantom_v2.desc|The high speed full auto Phantom is a high spec tactical SMG, perfect for run and gun ops and tear downs.
1839|weapon.RIA50_v2.name|RIA 50
1822|weapon.RIA50_v2.desc|Standard issue for sniper teams. RIA 50 is engineered for fast and clean kills.
1883|weapon.T-101Feldhaubitz_v2.name|T-101 Feldhaubitz
1841|weapon.T-101Feldhaubitz_v2.desc|The Feldhaubitz is the ultimate in heavy infantry oppression. This rocket launcher fires enormous 65mm shells which cause massive destruction on impact.
1823|weapon.CM401PlanetStormer_v2.name|CM 401 Planet Stormer
1811|weapon.CM401PlanetStormer_v2.desc|One of the finest assault rifles available anywhere. The Planet Stormer is accurate, fast and incredibly versatile.
1876|weapon.RIA313_v2.name|RIA 313
1832|weapon.RIA313_v2.desc|Reliable, accurate. Special Forces standard sidearm.
1843|weapon.PoisonClaw_v2.name|Poison Claw
1790|weapon.PoisonClaw_v2.desc|On impact, Rancor's MAR-3 Molecular acid round activates and starts to react furiously and relentlessly with the area around it, causing horrific and irreversible damage to most substances.
1863|weapon.Supermarine_v2.name|Supermarine
1882|weapon.Supermarine_v2.desc|The LMG of the Shotlite range, the Supermarine really brings the "Light" to Light Machine Gun. At 3.6 kg fully loaded with its large ammo drum, this has to be hefted to be believed.
1887|weapon.CM307_v2.name|CM 307
1873|weapon.CM307_v2.desc|The 307 is a big brother to most SMGs in every way. Rapid fire high calibre requires some skill to use. Many have compared its handling to the 20th century Thompson SMG.
1826|weapon.Supermarine_v1.name|Supermarine
1840|weapon.Supermarine_v1.desc|The LMG of the Shotlite range, the Supermarine really brings the "Light" to Light Machine Gun. At 3.6 kg fully loaded with its large ammo drum, this has to be hefted to be believed.
1975|weapon.CMGigavolt_v2.name|CM Gigavolt
1974|weapon.CMGigavolt_v2.desc|Uses 'shocker' technology to charge up regular MEP rounds to unleash arcs of electrical current on impact. Tens of millions of volts will arc to nearby targets for every shot fired.
1977|weapon.Trailblazer_v2.name|Trailblazer
1976|weapon.Trailblazer_v2.desc|Fashioned with the aesthetic of a 20th century revolver, the Trailblazer shoots arcing 'Shocker' bullets which damage secondary targets with millions of volts.
2081|weapon.ZombieMachineGun_v1.name|ZombieMachineGun
2083|weapon.ZombieMachineGun_v1.desc|Standard Zombie machine gun
2077|weapon.ZombieMissileLauncher_v1.name|ZombieMissileLauncher
2074|weapon.ZombieMissileLauncher_v1.desc|Standard Zombie Rocket Launcher
2055|weapon.ZombieSeekingMissileLauncher_v1.name|ZombieSeekingMissileLauncher
2046|weapon.ZombieSeekingMissileLauncher_v1.desc|Standard Zombie Missile Launcher - now with seeking capabilities
2054|weapon.ZombieFlameThrower_v1.name|ZombieFlameThrower
2071|weapon.ZombieFlameThrower_v1.desc|Standard Zombie Flamethrower, wait! zombies with flamethrowers?!?!
1987|weapon.ZombieMinigun_v1.name|ZombieMinigun
1986|weapon.ZombieMinigun_v1.desc|Standard Zombie Minigun, now were just being silly
2057|weapon.ZombieSmallTurret_v1.name|ZombieSmallTurret
2082|weapon.ZombieSmallTurret_v1.desc|Standard Zombie Turret version 1
1992|weapon.ZombieTurretRocket_v1.name|ZombieTurretRocket
1993|weapon.ZombieTurretRocket_v1.desc|Zombie turret that fires rockets
1998|weapon.CMZeusChild_v1.name|CM Zeus Child
1999|weapon.CMZeusChild_v1.desc|Child Turret
2080|weapon.ZombieMachineGun_v2.name|ZombieMachineGun
2044|weapon.ZombieMachineGun_v2.desc|Standard Zombie machine gun
2078|weapon.ZombieMissileLauncher_v2.name|ZombieMissileLauncher
2059|weapon.ZombieMissileLauncher_v2.desc|Standard Zombie Rocket Launcher
2050|weapon.ZombieSeekingMissileLauncher_v2.name|ZombieSeekingMissileLauncher
2043|weapon.ZombieSeekingMissileLauncher_v2.desc|Standard Zombie Missile Launcher - now with seeking capabilities
2079|weapon.ZombieFlameThrower_v2.name|ZombieFlameThrower
2058|weapon.ZombieFlameThrower_v2.desc|Standard Zombie Flamethrower, wait! zombies with flamethrowers?!?!
1801|weapon.Z-5Heavy_v1.name|Z-5 Heavy
1846|weapon.Z-5Heavy_v1.desc|Powerful machine gun ideal for suppressing enemy positions.
1859|weapon.Z-1Assault_v1.name|Z-1 Assault
1855|weapon.Z-1Assault_v1.desc|Balanced and powerful assault rifle suitable for short and medium range engagements.
1797|weapon.Z-2LMP_v1.name|Z-2 LMP
1886|weapon.Z-2LMP_v1.desc|Small calibre SMG ideal for fast movement and maneuverability.
2052|weapon.ZombieLargeTurret_v2.name|ZombieLargeTurret
2075|weapon.ZombieLargeTurret_v2.desc|Standard Zombie Turret version 1
2060|weapon.HVMHeavyMachineGunSentry_v2.name|HVM Heavy Machine Gun Sentry
2063|weapon.HVMHeavyMachineGunSentry_v2.desc|Large calibre MEP caseless rounds.
2066|weapon.RonsonCryogenicTurret_v2.name|Ronson Cryogenic Turret
2076|weapon.RonsonCryogenicTurret_v2.desc|Liquid O4 launched in cannisters. Extremely deadly to organic matter.
2067|weapon.HIKHeavyshotProtector_v2.name|HIK Heavyshot Protector
2070|weapon.HIKHeavyshotProtector_v2.desc|HIK Heavyshot shoots huge calibre armour piercing bullets capable of neutralising most targets in a single shot.
2045|weapon.TeknoboomFlugkörper_v2.name|Teknoboom Flugkörper
2069|weapon.TeknoboomFlugkörper_v2.desc|High explosive seeking missiles.
2064|weapon.RonsonMKVFlameTurret_v2.name|Ronson MK V Flame Turret
2037|weapon.RonsonMKVFlameTurret_v2.desc|The MK V uses a combination of white phosphorus and molecular thermite. Incineration is almost instant on all but the most heat resistant targets.
2048|weapon.CMSupernova_v2.name|CM Supernova
2068|weapon.CMSupernova_v2.desc|Fusion powered plasma bolts cause wide spread devastation to any target.
2040|weapon.CMZeusExclusionZone_v2.name|CM Zeus Exclusion Zone
2042|weapon.CMZeusExclusionZone_v2.desc|4 independently smart targeting MEP machine guns. The Zeus will keep a large area clear of hostiles and for a long time.
2099|weapon.CMZeusChild_v1.name|CM Zeus Child
2100|weapon.CMZeusChild_v1.desc|Child Turret
2153|weapon.RIA1010_v1.name|RIA 1010
2154|weapon.RIA1010_v1.desc|Full auto pistol. Caseless MEP rounds allow for large clip.
2155|weapon.RIA40_v1.name|RIA 40
2156|weapon.RIA40_v1.desc|The RIA 40 is a fantastic Light Machine Gun offering versatility and excellent enemy supression.
2158|weapon.RIAT40_v1.name|RIA T40
2157|weapon.RIAT40_v1.desc|Experimental thermal variant on the RIA 40, the T40 has reinforced barrels and modified thermal rounds for increased killpower.
2160|weapon.RIA45Para_v1.name|RIA 45 Para
2159|weapon.RIA45Para_v1.desc|The RIA 45 Para provides a lighter, shorter barreled version of the RIA 40 for increased mobility.
2161|weapon.CM225_v1.name|CM 225
2162|weapon.CM225_v1.desc|Large calibre full-auto pistol. Hard to handle but packs incredible stopping power.
2164|weapon.CM440Titan_v1.name|CM 440 Titan
2163|weapon.CM440Titan_v1.desc|The CM 440 Titan is a large caliber assault rifle. It offers massive stopping power with its tungsten core rounds.
2166|weapon.CM530BabyCOM_v1.name|CM 530 BabyCOM
2165|weapon.CM530BabyCOM_v1.desc|The BabyCOM is an ultra high velocity Light Machine Gun that dreams are made of. Firing special Composite Carbon rounds at 25,000 metres per second has the advantage of tremendous penetration.
2167|weapon.CM330_v1.name|CM 330
2168|weapon.CM330_v1.desc|The CM 330 has a short barrel, and unique "tearaway" clip system for rapid reloading. Slightly reduced calibre on the 330 improves weight and handling of the weapon.
2170|weapon.CM800Jupiter_v1.name|CM 800 Jupiter
2169|weapon.CM800Jupiter_v1.desc|Not exactly the most subtle sniper rifle, the Jupiter is designed not for stealthy removal of a key target, but the high profile frying of the target and any adjacent bodyguards. True CM showboat style.
2172|weapon.Tombstone_v1.name|Tombstone
2171|weapon.Tombstone_v1.desc|The twin-bullet sabot Tombstone is the Smokestack entry into the machine gun class. Closer to an assault rifle than a machine gun the Tombstone packs quite a punch with simply appalling accuracy.
2173|weapon.LoneStar_v1.name|Lone Star
2174|weapon.LoneStar_v1.desc|The Lone Star is a magazine fed semi-auto grenade launcher. The most stylish way to reduce objects and organic targets to smouldering rubble by far.
2175|weapon.Proposition_v1.name|Proposition
2176|weapon.Proposition_v1.desc|Mix of classic and modern, this triple-barreled machine gun has a walnut stock. Oversized and extremely heavy, it is savagely powerful in the right hands.
2177|weapon.HIKS3100_v1.name|HIKS 3100
2178|weapon.HIKS3100_v1.desc|Sometimes called 'Hellfire' for the red color of plasma bolts fired from it. Each bolt explodes on impact, making the weapon devastating on tightly packed groups of targets.
2179|weapon.Luftplatzen_v1.name|Luftplatzen
2180|weapon.Luftplatzen_v1.desc|The Luftplatzen is a shotgun-sized weapon that fires a solid projectile that bursts into a cone of flame on impact.
2182|weapon.Hotspot_v1.name|Hotspot
2181|weapon.Hotspot_v1.desc|Uses intensified microwave energy to destroy organic targets easily.
2184|weapon.Heartburn_v1.name|Heartburn
2183|weapon.Heartburn_v1.desc|The Heartburn uses ultra high temperature incendiary rounds to incinerate targets from within. Feels like you've swallowed molten steel. Through the front of your chest.
2186|weapon.Shredder_v1.name|Shredder
2185|weapon.Shredder_v1.desc|Shoots 3 bladed disks at high velocity. Hardened titanium-steel alloy edges allow for riccochets around corners. Deadly against unarmoured targets.
2188|weapon.Ronson70_v1.name|Ronson 70
2187|weapon.Ronson70_v1.desc|Ronson's top of the range assault rifle. Highly tuned electromechanics generate incredibly accurate and powerful plasma bolts.
2189|weapon.ShotliteTempest_v1.name|Shotlite Tempest
2190|weapon.ShotliteTempest_v1.desc|A light and highly mobile full auto 5 pellet shotgun. Lower penetration but excellent crowd control.
2192|weapon.Ronson50_v1.name|Ronson 50
2191|weapon.Ronson50_v1.desc|Nicknamed "Boneshaker" the 50 is an SMG that uses the LBM round making for a very manouverable yet loud and powerful small weapon.
2297|weapon.RIA1010_v2.name|RIA 1010
2298|weapon.RIA1010_v2.desc|Full auto pistol. Caseless MEP rounds allow for large clip.
2300|weapon.RIA40_v2.name|RIA 40
2299|weapon.RIA40_v2.desc|The RIA 40 is a fantastic Light Machine Gun offering versatility and excellent enemy supression.
2301|weapon.RIAT40_v2.name|RIA T40
2302|weapon.RIAT40_v2.desc|Experimental thermal variant on the RIA 40, the T40 has reinforced barrels and modified thermal rounds for increased killpower.
2303|weapon.RIA45Para_v2.name|RIA 45 Para
2304|weapon.RIA45Para_v2.desc|The RIA 45 Para provides a lighter, shorter barreled version of the RIA 40 for increased mobility.
2305|weapon.CM225_v2.name|CM 225
2306|weapon.CM225_v2.desc|Large calibre full-auto pistol. Hard to handle but packs incredible stopping power.
2307|weapon.CM440Titan_v2.name|CM 440 Titan
2308|weapon.CM440Titan_v2.desc|The CM 440 Titan is a large caliber assault rifle. It offers massive stopping power with its tungsten core round.
2309|weapon.CM530BabyCOM_v2.name|CM 530 BabyCOM
2310|weapon.CM530BabyCOM_v2.desc|The BabyCOM is an ultra high velocity Light Machine Gun that dreams are made of. Firing special Composite Carbon rounds at 25,000 metres per second has the advantage of tremendous penetration.
2311|weapon.CM330_v2.name|CM 330
2312|weapon.CM330_v2.desc|The CM 330 has a short barrel, and unique "tearaway" clip system for rapid reloading. Slightly reduced calibre on the 330 improves weight and handling of the weapon.
2314|weapon.CM800Jupiter_v2.name|CM 800 Jupiter
2313|weapon.CM800Jupiter_v2.desc|Not exactly the most subtle sniper rifle, the Jupiter is designed not for stealthy removal of a key target, but the high profile frying of the target and any adjacent bodyguards. True CM showboat style.
2315|weapon.Tombstone_v2.name|Tombstone
2316|weapon.Tombstone_v2.desc|The twin-bullet sabot Tombstone is the Smokestack entry into the machine gun class. Closer to an assault rifle than a machine gun the Tombstone packs quite a punch with simply appalling accuracy.
2318|weapon.LoneStar_v2.name|Lone Star
2317|weapon.LoneStar_v2.desc|The Lone Star is a magazine fed semi-auto grenade launcher. The most stylish way to reduce objects and organic targets to smouldering rubble by far.
